"선수명","ID","season_2010","season_2011","season_2012","season_2013","season_2014","season_2015","season_2016","season_2017","season_2018","season_2019","season_2010_tf","season_2011_tf","season_2012_tf","season_2013_tf","season_2014_tf","season_2015_tf","season_2016_tf","season_2017_tf","season_2018_tf","season_2019_tf"
"김동길",60296,"두산","두산","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동엽",66838,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","SK","SK","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동영",75739,"한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동욱",77462,"소속팀없음","소속팀없음","삼성","삼성","소속팀없음","KT","KT","KT","KT","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동은",60496,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동주",98218,"두산","두산","두산","두산","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동준",62360,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","소속팀없음","소속팀없음","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동한",61204,"소속팀없음","소속팀없음","두산","두산","소속팀없음","소속팀없음","두산-롯데","롯데","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer"
"김동호",79791,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","삼성","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김만수",65044,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김명성",61527,"소속팀없음","롯데","소속팀없음","두산","두산","두산","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김명신",67246,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김명찬",65696,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","기아","기아","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김문호",76509,"소속팀없음","롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민",68043,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민규",68200,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민성",77564,"롯데-키움","키움","키움","키움","키움","키움","키움","키움","키움","LG","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민수",64793,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","소속팀없음","소속팀없음","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민수",65048,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","소속팀없음","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민수",67504,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민식",62864,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","SK","SK-기아","기아","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer"
"김민우",65764,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","한화","한화","한화","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민우",72303,"키움","키움","키움","키움","기아","기아","기아","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민준",63339,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","키움","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민하",61554,"소속팀없음","롯데","소속팀없음","소속팀없음","롯데","롯데","롯데","소속팀없음","한화","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민혁",64004,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","소속팀없음","소속팀없음","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김민혁",65269,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김범수",65769,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","한화","한화","한화","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김병현",67768,"소속팀없음","소속팀없음","키움","키움","기아","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김사율",99563,"롯데","롯데","롯데","롯데","롯데","KT","KT","KT","KT","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김사훈",61591,"소속팀없음","소속팀없음","롯데","롯데","롯데","소속팀없음","롯데","롯데","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김상수",76430,"키움","키움","키움","키움","소속팀없음","키움","키움","키움","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김상수",79402,"삼성","삼성","삼성","삼성","삼성","삼성","삼성","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김상현",70646,"기아","기아","기아","기아-SK","SK","KT","KT","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김상호",62559,"소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김상훈",70612,"기아","기아","기아","기아","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김석환",67610,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김선규",75852,"SK-LG","LG","LG","LG","LG","LG","NC","소속팀없음","소속팀없음","소속팀없음","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김선기",66018,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김선빈",78603,"기아","기아","기아","기아","기아","소속팀없음","기아","기아","기아","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김선우",78232,"두산","두산","두산","두산","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
